gene,level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,level 9,level 10,level 11,level 12,level 13,level 14,level 15,level 16,level 17,level 18,level 19,level 20,level 21,level 22,level 23,level 24,level 25,level 26,level 27,level 28,level 29,level 30,level 31,level 32,level 33,level 34,level 35,level 36,level 37,level 38,level 39,level 40,level 41,level 42,level 43,level 44,level 45,level 46,level 47,level 48,level 49,level 50,level 51,level 52
YPR160W,1.33,0.97,0.77,-0.37,2.46,2.51,1.54,2.864,1.19,-0.03,-0.15,-0.14,-0.07,-0.09,0.42,0.42,0.07,0.47,1.08,1.24,1.4,1.23,0.55,1.054,0.929,2.26,1.381,1.65,1.01,0.62,0.2,0.12,2.459,0.98,0.07,0.56,-0.12,0.53,0.12,0.26,0.18,0.63,-0.08,0.38,0.36,0.524,-0.34,-0.01,0.4,-0.12,-0.01,-1.161
YDR503C,1.123,1.615,1.139,-0.11,0.586,0.672,0.442,0.306,-0.433,0.308,0.23399999999999999,0.21899999999999997,0.366,0.193,0.536,0.642,0.61,0.747,1.001,1.0490000000000002,1.122,0.935,0.618,0.28800000000000003,0.054000000000000006,0.163,0.573,0.716,0.428,0.126,0.38299999999999995,0.5429999999999999,-0.307,-0.147,1.369,-0.21100000000000002,-0.071,0.16399999999999998,-0.45899999999999996,0.067,-0.718,-0.292,-0.038,0.16699999999999998,0.028999999999999998,-0.077,-0.009000000000000001,0.835,0.376,0.092,-0.489,0.259
YDL110C,1.05,2.435,1.1320000000000001,-0.53,1.9340000000000002,1.71,0.782,0.51,0.606,-0.336,0.045,-0.05,-0.2,-0.38,0.27,-0.4,-0.8,0.74,0.45,0.43,0.871,0.37,0.11,0.561,0.705,0.982,1.9,1.8869999999999998,1.2209999999999999,0.71,0.37200000000000005,0.55,0.7440000000000001,0.45799999999999996,0.09,0.098,-0.311,0.23,0.048,-0.23,-0.09,-0.048,-0.308,-0.243,-0.018000000000000002,0.09,-0.004,0.6609999999999999,-0.32,0.14,-0.8,-0.27
YER094C,-0.161,-0.604,0.013999999999999999,-0.076,0.5429999999999999,0.337,0.254,-0.003,-0.848,0.555,0.852,0.768,0.6579999999999999,0.93,0.893,1.1420000000000001,1.251,0.733,0.9209999999999999,0.862,0.924,1.03,0.452,-0.534,-0.589,-0.26,0.3,0.325,0.457,0.067,-0.205,-0.222,0.42,0.042,-0.981,-0.53,-0.884,-0.54,-0.731,-0.581,-0.503,0.079,-0.212,0.335,0.183,0.426,0.48,0.068,-0.359,0.261,0.168,0.525
YPL166W,2.1069999999999998,1.9669999999999999,1.213,-0.34600000000000003,0.7490000000000001,1.074,0.924,0.733,0.5379999999999999,0.243,0.205,0.331,0.044000000000000004,0.087,0.247,0.195,0.257,1.033,0.602,0.9359999999999999,0.9490000000000001,0.654,0.5710000000000001,0.462,-0.10400000000000001,-0.09699999999999999,0.672,0.541,0.32,0.5529999999999999,0.135,0.5670000000000001,0.18,0.113,-0.392,-0.312,-0.039,0.046,0.128,0.055999999999999994,-0.201,0.065,-0.013999999999999999,0.040999999999999995,-0.499,-0.142,0.033,-0.239,0.207,0.11800000000000001,-0.043,0.298
YMR271C,2.932,1.591,2.3890000000000002,-0.35,0.732,1.0959999999999999,0.687,0.529,0.324,-0.075,0.207,0.201,0.141,0.064,0.301,0.33799999999999997,0.45899999999999996,0.204,0.5579999999999999,0.637,0.851,0.9079999999999999,0.217,0.0,0.057,0.48200000000000004,0.6809999999999999,0.8859999999999999,0.34600000000000003,0.433,0.41200000000000003,0.297,0.5579999999999999,0.513,0.392,-0.32299999999999995,-0.85,-0.71,-0.248,-0.5920000000000001,-0.135,0.727,0.07400000000000001,0.085,0.1,-0.163,0.18,-0.013000000000000001,0.239,-0.193,0.214,0.10400000000000001
YBL078C,2.11,2.17,1.67,-0.509,1.01,0.66,1.07,0.5,-1.479,0.57,0.73,0.65,0.49,0.64,0.531,0.526,0.44,1.14,1.03,0.66,0.8,0.94,0.48,0.49,0.29100000000000004,1.331,0.97,0.9,0.24,0.02,-0.66,-0.34,-0.159,-0.11,-0.069,-0.863,-0.313,0.153,-0.7759999999999999,-0.963,-1.225,-0.16,-0.44,-0.34,-0.31,0.028999999999999998,0.14,-0.19,0.062,0.008,0.23399999999999999,0.429
YDR214W,1.547,1.6780000000000002,1.1420000000000001,-0.193,-0.63,-0.7140000000000001,0.055999999999999994,-0.09300000000000001,0.08900000000000001,0.861,0.8,0.855,0.565,0.7120000000000001,0.561,1.0390000000000001,0.914,1.3090000000000002,1.046,1.244,1.222,0.9690000000000001,0.772,0.41100000000000003,-0.025,1.327,-0.698,-0.36,-0.33399999999999996,-0.24600000000000002,-0.583,-0.09699999999999999,-0.16,0.233,0.31,0.813,0.141,0.256,0.151,0.138,0.151,0.701,0.467,0.49700000000000005,0.899,0.371,0.424,0.841,-0.53,0.8109999999999999,-0.629,-0.552
YNL046W,-0.588,-1.074,-0.33299999999999996,0.214,-0.525,-0.247,-1.131,-1.163,0.02,0.29600000000000004,0.10800000000000001,-0.16699999999999998,-0.6829999999999999,-0.508,0.171,-0.6920000000000001,-0.489,0.19699999999999998,-0.077,-0.41700000000000004,-0.8959999999999999,-0.7809999999999999,0.226,-0.032,-0.207,-0.263,-0.747,-1.12,-1.454,-1.1079999999999999,0.066,-0.41600000000000004,-0.909,-0.9159999999999999,0.34700000000000003,0.254,-0.395,-0.589,-0.545,-0.193,-0.244,-0.282,-0.073,-0.005,-0.5529999999999999,0.048,-0.084,0.005,-0.11800000000000001,0.023,0.16699999999999998,-0.002
YOL110W,-0.81,-1.66,-0.505,-0.69,-0.33799999999999997,-0.469,-0.792,-0.62,0.08,-0.42,-0.97,-0.92,-0.8,-0.55,-0.36,-0.63,-0.38,-0.24,-0.3,0.03,-0.18,-0.46,0.02,0.231,-0.531,-0.882,-0.175,-0.28,-1.39,-0.47,-0.16,-0.22,-0.74,-1.19,0.231,0.165,-0.1,0.12,0.20800000000000002,0.3,-0.15,-0.49,-0.61,-0.46,0.02,0.17,-0.83,-0.06,-0.21,-0.52,0.008,-0.82
YJR085C,0.6809999999999999,0.579,0.35600000000000004,-0.43799999999999994,0.28800000000000003,0.297,0.42,0.038,0.231,0.08900000000000001,0.126,0.124,0.068,0.32,0.19,0.45,0.54,0.424,0.638,0.735,1.0,1.274,0.33899999999999997,0.111,-0.203,-0.017,0.207,0.040999999999999995,0.24600000000000002,-0.046,0.312,0.32,-0.033,0.13,-0.366,-0.033,-0.358,-0.172,-0.9,-0.517,-0.504,-0.28600000000000003,-0.25,0.043,0.40700000000000003,-0.2,-0.23399999999999999,0.005,-0.07,0.28,0.06,0.23199999999999998
YLR176C,0.609,0.35100000000000003,0.188,0.5479999999999999,0.865,0.39899999999999997,0.287,0.177,0.226,0.09,0.067,0.047,0.033,-0.174,0.105,0.0,-0.294,0.616,0.672,0.522,0.63,0.299,0.218,0.214,0.32899999999999996,0.469,0.503,0.762,0.467,-0.226,0.02,-0.068,0.039,-0.342,0.23600000000000002,0.376,1.05,0.485,0.24100000000000002,0.424,0.898,-0.163,0.027999999999999997,0.17600000000000002,-0.109,0.016,-0.4,-0.057999999999999996,0.23600000000000002,-0.317,0.026000000000000002,0.369
YOR146W,-1.335,-1.6980000000000002,-0.728,0.494,-1.376,-0.358,-0.893,0.344,-0.435,-0.20800000000000002,0.228,-0.061,0.076,0.23600000000000002,0.011000000000000001,0.07400000000000001,0.077,-0.606,-0.442,-0.489,-0.644,-0.336,-0.74,-0.5670000000000001,-0.084,-0.8240000000000001,-0.368,-0.134,-0.021,0.55,0.255,0.38,0.873,0.644,0.23,0.40399999999999997,0.193,-0.6729999999999999,0.517,0.628,0.165,0.836,0.475,0.5670000000000001,0.005,0.40399999999999997,0.46399999999999997,-0.253,-0.311,-0.196,0.052000000000000005,-0.8740000000000001
YPL279C,-0.23199999999999998,-0.37200000000000005,-0.63,-0.304,-0.626,-0.948,-0.701,-1.237,-1.112,-0.075,-0.251,-0.21,-0.027999999999999997,-0.195,-0.445,-0.336,-0.625,-0.633,-0.748,-0.6509999999999999,-0.9490000000000001,-1.175,-0.429,-0.778,-0.41100000000000003,-0.305,-0.5429999999999999,-0.8340000000000001,-0.531,-0.365,-0.21100000000000002,-0.27,-1.26,-0.5539999999999999,2.694,0.253,0.639,-0.046,-0.055999999999999994,0.16,-0.16,-0.528,-0.168,-0.226,-0.42200000000000004,0.172,0.0,-0.059000000000000004,-0.094,-0.133,0.139,-0.086
YML125C,-0.218,-0.20199999999999999,-0.139,0.405,-0.645,-0.159,0.292,-0.08199999999999999,-0.13699999999999998,0.718,0.853,0.743,0.755,0.843,0.648,1.217,1.141,0.349,0.534,0.562,0.7120000000000001,0.863,-0.39899999999999997,-0.445,-0.195,-0.11699999999999999,0.022000000000000002,0.259,0.332,0.43200000000000005,0.23199999999999998,0.363,0.5,0.29,0.326,0.215,-0.35200000000000004,-0.588,0.075,0.253,0.386,0.485,0.237,0.266,0.256,0.39,0.532,-0.157,0.35,-0.31,0.162,0.10400000000000001
YIL010W,0.524,0.863,0.452,-0.337,0.84,0.797,0.263,0.182,-0.37799999999999995,0.17600000000000002,0.409,0.401,0.203,0.254,0.68,0.78,0.68,0.785,1.022,0.66,0.972,1.083,0.251,0.18600000000000003,-0.369,-0.107,0.569,0.62,0.401,0.29,0.139,0.326,0.159,0.129,0.166,-0.308,-0.25,-0.027000000000000003,-0.285,-0.376,-0.9359999999999999,-0.14300000000000002,0.002,-0.009000000000000001,0.239,0.0,0.016,0.038,-0.01,0.27,0.18100000000000002,0.021
YDR395W,-1.252,-0.593,-1.245,-0.021,-0.677,-0.7759999999999999,-0.917,-0.64,-0.905,-0.32299999999999995,0.026000000000000002,0.044000000000000004,-0.16899999999999998,-0.129,-0.221,-0.042,-0.134,-0.429,-0.45399999999999996,-0.703,-0.602,-0.777,-0.375,-0.8859999999999999,0.573,0.594,-0.677,-0.45399999999999996,-0.10300000000000001,-0.723,-0.42100000000000004,-0.49700000000000005,-0.361,-0.018000000000000002,0.132,-0.045,0.22399999999999998,-0.231,0.316,0.105,0.467,-0.223,0.04,-0.268,-0.589,0.24100000000000002,-0.183,0.843,0.11599999999999999,0.10400000000000001,-0.503,0.005
YIL052C,-2.49,-1.558,-2.029,0.466,-0.43700000000000006,-0.7190000000000001,-0.284,-0.8390000000000001,-0.736,-0.151,0.051,-0.012,0.17800000000000002,0.10099999999999999,-0.08,-0.24,-0.31,-0.27,-0.19699999999999998,-0.413,-0.41100000000000003,-0.506,0.081,-0.392,-0.48,-1.014,-0.7929999999999999,-0.8190000000000001,-0.5429999999999999,-0.098,-0.4,-0.261,-0.521,-0.222,0.324,-0.11199999999999999,0.031,0.191,-0.573,-0.287,-0.077,-0.27399999999999997,-0.04,0.063,0.332,0.62,0.376,-0.018000000000000002,-0.294,0.24,0.027999999999999997,0.016
YGL006W,1.09,0.8,0.23,-0.36,1.06,0.94,0.56,0.28,0.79,0.24,0.28,0.17,0.25,0.35,0.3,0.01,0.31,0.75,0.96,1.0959999999999999,0.87,0.8959999999999999,0.41,0.54,0.16,0.28,0.63,0.46,0.6,0.12,0.3,0.21,-0.24,-0.46,-0.711,0.35,0.3,0.35,0.11,0.22,0.25,-0.17,-0.02,0.24,-0.13,-0.14,-0.1,-0.2,-0.01,0.05,-0.06,0.17
YLR149C,2.9360000000000004,2.381,1.883,-1.018,2.532,2.3609999999999998,1.466,0.985,1.6280000000000001,0.495,0.392,0.701,0.205,-0.078,-0.048,0.894,0.624,1.101,1.4869999999999999,1.651,2.241,2.069,0.843,1.361,0.5529999999999999,0.17600000000000002,1.75,2.0069999999999997,1.475,0.965,1.17,1.3019999999999998,-0.095,0.23,-0.22,0.0,0.47100000000000003,0.36700000000000005,0.565,0.06,-0.451,-0.285,-0.308,-0.022000000000000002,0.064,-0.5760000000000001,-0.171,-0.14300000000000002,0.091,-0.55,0.20600000000000002,0.469
YBR244W,0.05,-0.36,-0.43,0.039,-0.728,-0.555,-0.419,-0.536,-2.002,1.52,1.95,1.99,1.47,1.62,2.037,2.499,2.386,1.69,2.36,1.69,1.73,1.43,0.37,-0.27,-0.758,0.466,-0.27,0.018000000000000002,-0.124,0.018000000000000002,0.45,-0.41600000000000004,-0.381,-0.09,-0.018000000000000002,-0.475,-0.723,-0.634,-0.6990000000000001,-0.8540000000000001,-0.665,-0.03,-0.1,0.075,-0.033,0.153,0.46,-0.066,0.35600000000000004,0.048,0.275,0.226
YER119C,-0.469,-0.226,0.594,-0.406,1.101,0.9740000000000001,0.17600000000000002,0.16,0.9670000000000001,0.41700000000000004,-0.11800000000000001,-0.315,0.354,0.284,0.069,0.449,0.429,0.47600000000000003,0.9940000000000001,1.074,1.015,1.041,0.6759999999999999,0.209,-0.14800000000000002,0.024,0.909,0.69,0.45399999999999996,0.23199999999999998,0.179,0.48200000000000004,-0.13,-0.20800000000000002,0.4,0.397,0.851,-0.14800000000000002,-0.361,0.67,0.628,-0.249,0.047,-0.14,0.429,-0.726,-0.33799999999999997,-0.046,-0.2,-0.145,0.193,0.23399999999999999
YOR107W,-0.725,-0.264,-0.5660000000000001,0.18100000000000002,-0.5870000000000001,-0.45899999999999996,-1.212,-1.347,0.094,-0.077,-0.19699999999999998,-0.369,-0.46,-0.344,-0.45,-0.48100000000000004,-1.014,-0.6659999999999999,-0.728,-0.532,-0.946,-0.451,-0.27399999999999997,-0.259,-0.152,-0.374,-0.753,-0.627,-0.408,0.092,-0.126,0.002,-1.3630000000000002,-1.157,0.96,0.075,-0.5760000000000001,0.185,-0.55,-0.611,-0.251,-0.897,-0.455,-1.422,-0.882,-0.01,-0.20800000000000002,-0.042,0.64,0.03,0.33399999999999996,-0.099
YDL083C,-2.1069999999999998,-1.2790000000000001,-0.8,0.18600000000000003,-1.05,-0.503,-0.29,-0.693,-1.0659999999999998,-0.475,-0.81,-0.695,-0.384,-0.606,-0.172,-0.275,-0.501,-0.634,-0.685,-0.511,-0.612,-0.738,-0.187,-0.6990000000000001,-0.268,-0.332,-0.552,-0.643,-0.5589999999999999,-0.7290000000000001,-0.092,-0.196,-0.624,-0.34600000000000003,-0.19,0.222,0.35700000000000004,0.461,-0.32299999999999995,-0.191,0.304,-0.245,0.017,-0.067,0.022000000000000002,0.207,-0.20600000000000002,0.353,0.25,0.129,-0.46399999999999997,-0.073
YDL031W,-1.78,-0.83,-1.18,0.07,-0.74,-0.795,-1.331,-0.66,-0.29,-0.52,-0.07,0.12,0.24,-0.035,-0.38,-0.2,-0.34,-0.49,-0.53,-0.67,-0.77,-0.61,-0.71,-1.082,1.05,0.0,0.01,-0.41,0.16,0.04,0.01,-0.17,0.23,0.721,0.11900000000000001,0.4,0.11,0.01,0.528,0.14,0.28,-0.138,0.289,-0.1,0.08,0.46,0.0,0.71,-0.32899999999999996,-0.14,-0.61,-0.22
YOR167C,-2.174,-1.253,-1.85,0.726,-0.146,-0.214,-0.192,-0.644,-0.613,-0.125,-0.301,-0.23399999999999999,-0.09,-0.002,-0.15,-0.363,-0.327,-0.257,-0.41600000000000004,-0.337,-0.48100000000000004,-0.7490000000000001,-0.094,-0.456,-0.85,-0.222,-0.698,-0.6890000000000001,0.43,-0.33299999999999996,-0.07,-0.094,-0.441,-0.203,-0.342,-0.17600000000000002,-0.344,0.031,-0.762,-0.45399999999999996,-0.228,0.235,0.35700000000000004,0.221,0.349,0.408,0.14,-0.11900000000000001,0.139,0.27899999999999997,-0.002,-0.32
YKL065C,1.574,1.666,1.338,0.23600000000000002,1.3419999999999999,1.3769999999999998,0.688,0.564,-0.8240000000000001,0.171,0.915,0.738,0.7240000000000001,0.9420000000000001,0.87,0.91,1.1,0.914,0.912,0.8540000000000001,1.2229999999999999,1.266,0.013999999999999999,0.335,0.22899999999999998,0.875,0.5760000000000001,0.555,0.799,0.807,0.402,0.3,0.19,0.175,-0.386,0.609,-1.063,-0.408,-0.524,-0.49700000000000005,-0.713,0.319,0.049,0.182,0.243,0.26,0.57,-0.075,0.078,0.26,0.162,0.064
YDR281C,-1.244,-0.759,-0.245,0.434,-0.055,-0.18100000000000002,-0.8540000000000001,-0.21,0.46799999999999997,-0.297,-0.23199999999999998,-0.235,-0.071,-0.282,-0.32,-0.44,-0.8170000000000001,-0.469,-0.337,-0.616,-0.988,-0.9179999999999999,-0.647,-0.153,-1.3430000000000002,-1.238,-0.773,-0.5479999999999999,-0.41700000000000004,-0.5589999999999999,-0.528,-0.935,-0.084,-1.3130000000000002,0.017,0.41600000000000004,-0.669,-0.716,0.35700000000000004,-0.122,-0.44,0.409,0.6409999999999999,-0.026000000000000002,-0.083,0.098,-0.201,0.88,-0.087,-0.132,-0.617,-1.105
YPR156C,0.08199999999999999,0.993,-0.006999999999999999,-0.025,-0.153,-0.86,-1.521,-2.156,0.063,0.11599999999999999,-0.5820000000000001,-0.6559999999999999,-0.604,-0.174,-0.008,-0.264,-0.22399999999999998,-0.278,-0.503,-0.616,-0.179,0.161,-0.17800000000000002,-0.8290000000000001,0.125,-0.47200000000000003,-1.556,-0.937,-0.405,0.192,0.24,0.23,-2.2680000000000002,-1.6269999999999998,0.38299999999999995,0.09,-0.674,-0.1,-0.491,-0.599,0.1,-1.175,-1.157,-1.662,-0.723,-0.316,-0.457,0.066,0.127,0.264,0.19699999999999998,-0.171
YNL162W,-2.2319999999999998,-1.038,-1.506,0.758,-0.285,-0.254,-0.297,-0.7140000000000001,-0.92,-0.185,0.12,0.027999999999999997,-0.006,0.19899999999999998,-0.121,-0.201,-0.248,-0.337,-0.431,-0.675,-0.8140000000000001,-0.7340000000000001,-0.33299999999999996,-0.265,-0.892,-0.355,-0.684,-0.539,-0.155,-0.499,-0.162,-0.183,-0.579,-0.42100000000000004,0.086,-0.013999999999999999,-0.42,-0.061,-0.905,-0.47100000000000003,-0.098,0.035,0.315,0.17,0.146,0.621,0.354,-0.016,0.242,0.3,0.109,-0.132
YJR126C,0.545,0.956,0.23399999999999999,-0.233,-0.016,0.259,0.494,0.49,-0.11800000000000001,-0.040999999999999995,0.275,0.32299999999999995,0.331,0.308,0.38,0.48,0.648,0.262,0.495,0.436,0.611,0.873,0.42700000000000005,0.31,0.377,0.34299999999999997,0.5539999999999999,0.536,0.226,0.637,0.402,0.053,0.294,-0.001,0.36200000000000004,0.146,0.215,0.222,0.473,0.37200000000000005,-0.068,-0.1,0.094,-0.039,0.10400000000000001,0.17,0.205,-0.158,0.10099999999999999,0.07,0.111,0.087
YHR208W,-2.459,-1.9240000000000002,-2.287,-1.463,-0.502,-0.506,0.11599999999999999,0.149,0.3,0.41200000000000003,-0.304,-0.125,-0.42700000000000005,-0.17300000000000001,0.42,0.45,0.28,0.165,-0.13,0.036000000000000004,0.036000000000000004,-0.094,0.165,-0.675,-1.12,-0.435,-1.103,-0.924,-0.586,-0.75,-0.016,-0.37,0.073,0.387,0.579,0.35600000000000004,0.435,-0.19,0.22,0.107,-1.2830000000000001,-0.25,-0.12,-0.392,-0.27899999999999997,-0.14,-0.13,-0.15,-0.627,0.04,0.16,-1.074
YOR316C,0.244,0.5,0.136,0.27399999999999997,0.136,0.019,-0.426,-0.342,0.235,-0.18100000000000002,0.364,0.304,0.205,0.489,0.888,0.9209999999999999,0.966,0.763,0.948,0.9159999999999999,0.848,0.9570000000000001,0.369,-0.128,0.14800000000000002,0.6940000000000001,0.5670000000000001,0.473,0.244,0.483,0.447,0.18899999999999997,-0.35200000000000004,-0.24100000000000002,-0.239,0.5479999999999999,0.385,0.622,0.355,0.111,0.21,-0.055999999999999994,0.12,0.272,0.165,-0.001,-0.028999999999999998,-0.142,0.215,0.09,0.048,0.013999999999999999
YHL039W,-1.87,-0.62,-1.01,0.23,-1.02,-0.67,-1.02,-0.56,-0.51,-0.23,-0.1,0.14,0.04,-0.01,-0.34,0.25,0.12,-0.73,-0.59,-0.55,-0.4,-0.48,-0.44,-0.75,-0.37,-0.75,-0.32,-0.47,-0.3,-0.07,-0.07,-0.11,0.14,0.16,0.02,0.15,0.03,-0.27,0.63,0.39,-0.131,-0.19,0.24,-0.31,-0.27,0.19,-0.1,-0.09,0.14,-0.25,0.06,-0.14
YDR178W,0.956,0.6609999999999999,0.915,-0.561,0.905,0.892,0.607,0.486,0.37,-0.1,-0.124,-0.22899999999999998,0.11199999999999999,0.24100000000000002,-0.28300000000000003,-0.023,0.243,0.363,0.34,0.8220000000000001,0.7559999999999999,0.987,0.512,0.292,1.176,0.7929999999999999,0.604,0.064,0.293,0.14300000000000002,0.537,0.39,0.201,-0.14400000000000002,0.24,0.485,0.47700000000000004,0.395,-0.65,-0.10099999999999999,0.008,0.078,-0.043,0.086,0.254,-0.134,0.154,0.687,-0.08,0.07400000000000001,-0.5579999999999999,0.478
YNL114C,-1.548,-0.363,-0.8140000000000001,0.555,-1.4909999999999999,-0.696,-1.193,-0.61,-1.474,-0.21100000000000002,0.012,0.12,0.01,0.146,-0.128,0.07400000000000001,-0.447,-0.563,-0.47700000000000004,-0.619,-0.826,-0.57,-0.335,-1.3940000000000001,0.365,0.297,-0.55,-0.33399999999999996,-0.026000000000000002,-0.026000000000000002,-0.21600000000000003,-0.196,0.469,0.708,0.77,0.212,-0.209,-0.27699999999999997,0.046,-0.385,0.077,0.133,0.42200000000000004,0.10400000000000001,-0.42100000000000004,0.708,0.275,-0.139,0.203,0.028999999999999998,0.162,-0.099
YJR047C,-0.757,-0.23800000000000002,-0.932,0.395,-0.303,0.028999999999999998,-0.278,0.237,-0.7170000000000001,-0.165,-1.652,-1.689,-1.8330000000000002,-1.5919999999999999,-1.08,-1.83,-1.7,-1.281,-1.624,-1.591,-1.5590000000000002,-1.949,-0.233,-0.254,-0.078,-0.146,0.201,0.508,0.389,0.079,0.445,0.071,0.48200000000000004,0.752,-0.062,1.206,0.8109999999999999,0.635,0.31,-0.177,0.18600000000000003,0.498,0.621,0.27699999999999997,0.527,0.05,-0.39299999999999996,-0.153,-0.7859999999999999,0.26,0.14,0.147
YBR089W,-0.7,-1.225,-1.4180000000000001,0.01,-0.71,-0.6,-0.48,-0.43,-0.8640000000000001,0.968,1.3159999999999998,1.39,1.74,1.36,0.9279999999999999,1.416,1.382,0.8,1.12,1.13,1.18,1.1,0.28,-0.392,-0.439,0.17600000000000002,-0.67,-0.8,-0.6,-0.54,-0.41,-0.69,-0.55,-0.63,0.35200000000000004,0.46399999999999997,0.44799999999999995,0.22399999999999998,0.098,0.11699999999999999,0.001,-0.62,-0.2,0.25,0.34,0.355,0.97,-0.13,0.319,-0.039,0.04,0.6970000000000001
YDR012W,-1.771,-1.136,-1.642,-0.053,-0.6940000000000001,-0.723,-0.892,-1.263,-0.304,-0.113,0.0,-0.129,0.237,0.14800000000000002,-0.264,-0.451,-0.446,-0.505,-0.61,-0.40700000000000003,-0.496,-0.737,-0.111,-0.395,-0.39899999999999997,-0.77,-0.631,-0.6890000000000001,-0.24,-0.611,0.083,-0.07,-0.7909999999999999,-0.9640000000000001,0.264,0.866,0.32,-0.073,-0.289,-0.405,-0.45399999999999996,-0.38299999999999995,-0.085,-0.47,0.298,0.107,0.094,0.519,-0.21,0.138,-0.475,-0.456
YFL042C,0.7040000000000001,0.529,0.48100000000000004,-0.597,0.675,0.83,0.77,0.6759999999999999,0.96,0.513,0.28,0.152,0.184,0.077,0.155,0.374,0.23199999999999998,0.594,0.8540000000000001,0.97,1.079,0.87,0.885,0.345,-1.196,-0.5670000000000001,0.594,0.512,0.584,0.091,0.018000000000000002,0.066,0.091,0.02,0.159,0.956,1.301,0.605,0.46399999999999997,0.7509999999999999,0.63,-0.078,-0.21100000000000002,-0.254,-0.098,-0.672,0.065,-0.03,0.08,0.063,0.138,0.33299999999999996
YGL250W,0.655,0.075,0.591,-0.48200000000000004,1.204,0.67,0.067,0.256,0.53,0.506,0.107,0.013000000000000001,0.165,0.222,0.423,0.23,0.369,0.74,0.878,1.226,1.062,0.9109999999999999,0.619,0.073,-1.099,-0.037000000000000005,0.46799999999999997,0.436,0.508,0.705,0.161,0.198,0.385,-0.27899999999999997,0.083,0.179,-0.35600000000000004,-0.059000000000000004,-0.075,0.196,-0.08,0.001,0.136,0.61,0.073,-0.41100000000000003,-0.209,-0.174,0.355,-0.08800000000000001,0.139,0.215
YER036C,-1.075,-0.517,-0.76,0.1,-1.318,-1.26,-1.091,-0.48700000000000004,0.19899999999999998,-0.375,-0.13699999999999998,-0.055,-0.22899999999999998,-0.535,-0.43799999999999994,-0.385,-0.444,-0.71,-0.76,-0.726,-0.812,-0.8809999999999999,-0.34600000000000003,-0.273,-0.48700000000000004,-0.688,-0.69,-0.825,-0.6709999999999999,-0.873,-0.535,-0.637,0.019,-0.019,-1.3840000000000001,0.852,0.46399999999999997,0.023,0.474,0.5539999999999999,0.526,-0.564,-0.27899999999999997,-0.542,-0.401,0.17300000000000001,-0.003,-0.09,-0.7190000000000001,-0.107,0.13,0.47100000000000003
YDL111C,-0.34,0.3,-0.26,0.349,-1.0859999999999999,-0.58,-1.182,-1.006,-1.28,-0.15,-0.18,-0.18,-0.26,-0.22,-0.1,0.01,-0.27,-0.57,-0.45,-0.43,-0.54,-0.55,-0.31,-0.86,0.064,0.405,-0.909,-0.687,-0.588,-0.784,-0.324,-0.877,-0.33,-0.395,-0.325,-0.14,-0.14,-0.28,-0.08,-0.25,-0.24,-0.39,-0.293,-0.37,-0.42,0.14,-0.17,0.01,-0.01,-0.01,-0.64,-0.18
YOR275C,0.71,0.951,0.298,-0.25,0.6759999999999999,0.396,0.385,0.195,0.265,0.122,0.423,0.299,0.184,0.127,0.099,0.266,0.133,0.306,0.466,0.183,0.575,0.37,0.168,0.142,0.171,0.038,0.321,0.22,0.285,-0.109,0.016,0.201,-0.251,-0.10400000000000001,1.21,0.20600000000000002,0.05,0.051,0.024,0.013999999999999999,-0.205,-0.503,-0.237,-0.527,-0.499,0.1,0.013000000000000001,-0.086,0.136,0.046,0.107,0.079
YIR034C,0.081,-0.19,-0.17600000000000002,0.46399999999999997,1.24,0.818,0.336,-0.05,-0.163,0.75,0.5529999999999999,0.47200000000000003,0.135,0.406,1.03,1.07,0.94,1.411,1.4080000000000001,1.2309999999999999,1.264,1.193,1.065,0.124,-0.221,-0.247,0.151,0.287,0.366,-0.24,-0.41700000000000004,0.095,0.114,0.079,-0.059000000000000004,0.355,-0.511,-0.106,0.035,-0.318,0.307,-0.794,-0.988,-0.5379999999999999,0.008,-0.19,0.045,0.022000000000000002,-0.266,0.33,0.08,0.914
YBR170C,0.72,0.59,0.62,-0.095,0.564,0.528,0.534,0.359,0.337,0.67,1.23,1.04,0.91,0.95,0.504,0.855,0.9079999999999999,1.18,1.34,1.13,1.24,1.26,0.74,0.298,-0.322,-0.893,1.172,0.978,0.688,0.182,-0.077,0.171,0.35600000000000004,0.7809999999999999,0.2,0.504,-0.146,0.257,0.252,0.39899999999999997,0.19699999999999998,0.54,0.419,0.21,0.349,0.215,0.54,-0.004,-0.488,0.10400000000000001,0.138,0.094
YOR161C,1.425,1.5030000000000001,1.113,-1.784,1.642,1.7269999999999999,-0.076,-0.273,0.9079999999999999,0.095,0.294,0.008,-0.031,0.079,0.0,-0.345,-0.2,0.622,0.816,0.898,0.732,0.48,0.456,0.631,-0.18899999999999997,-2.678,1.472,1.251,1.078,0.451,0.126,0.508,-0.473,-0.552,-0.2,0.385,-0.335,0.099,-0.13699999999999998,0.035,-0.297,-0.623,-0.34600000000000003,-0.5539999999999999,-0.439,-0.49700000000000005,-0.254,0.04,0.525,0.319,0.18899999999999997,0.975
